id,city,state,location,year,city_latitude,city_longitude,report_link
1,Chester,VA,"Chester, VA",2019,37.343151515151526,-77.408581818182,http://www.nuforc.org/webreports/151/S151739.html
2,Rocky Hill,CT,"Rocky Hill, CT",2019,41.66480000000001,-72.6392999999999,http://www.nuforc.org/webreports/145/S145297.html
3,Ottawa,ON,"Ottawa, ON",2019,45.381382500000214,-75.70850071428617,http://www.nuforc.org/webreports/145/S145697.html
4,Kirbyville,TX,"Kirbyville, TX",2019,30.6772,-94.0052,http://www.nuforc.org/webreports/145/S145476.html
5,Tucson,AZ,"Tucson, AZ",2019,32.25994075660238,-110.92754232690946,http://www.nuforc.org/webreports/145/S145947.html
6,Gold Canyon,AZ,"Gold Canyon, AZ",2019,33.3715,-111.4369,http://www.nuforc.org/webreports/145/S145766.html
8,Brookville,IN,"Brookville, IN",2019,39.4047,-84.97360000000002,http://www.nuforc.org/webreports/146/S146900.html
9,Melbourne Beach,FL,"Melbourne Beach, FL",2019,27.966799999999992,-80.5096,http://www.nuforc.org/webreports/146/S146805.html
10,Carrizozo,NM,"Carrizozo, NM",2019,33.7849,-105.8332,http://www.nuforc.org/webreports/146/S146759.html
14,Yuba City,CA,"Yuba City, CA",2019,39.05981141552499,-121.66825616438334,http://www.nuforc.org/webreports/148/S148345.html
15,Abilene,TX,"Abilene, TX",2019,32.394351384615476,-99.7900440000002,http://www.nuforc.org/webreports/148/S148373.html
16,Santa Barbara,CA,"Santa Barbara, CA",2019,34.31703810344835,-119.72054137931023,http://www.nuforc.org/webreports/148/S148122.html
17,Charlestown,RI,"Charlestown, RI",2019,41.395999999999994,-71.6631,http://www.nuforc.org/webreports/148/S148130.html
18,Springfield,TN,"Springfield, TN",2019,36.50860000000007,-86.85630000000012,http://www.nuforc.org/webreports/148/S148057.html
19,Maitland,FL,"Maitland, FL",2019,28.62938584070791,-81.36191061946894,http://www.nuforc.org/webreports/147/S147896.html
20,Clarksville,TN,"Clarksville, TN",2019,36.51515837104077,-87.36103416289579,http://www.nuforc.org/webreports/147/S147963.html
112,Kevil,KY,"Kevil, KY",2019,37.08120000000001,-88.9091,http://www.nuforc.org/webreports/145/S145201.html
127,Spring Hill,FL,"Spring Hill, FL",2019,28.469209062499964,-82.53924249999976,http://www.nuforc.org/webreports/145/S145252.html
128,Lafayette,LA,"Lafayette, LA",2019,30.190793509127705,-92.04514239350922,http://www.nuforc.org/webreports/145/S145209.html
129,Clementon,NJ,"Clementon, NJ",2019,39.81149999999986,-74.9829000000004,http://www.nuforc.org/webreports/145/S145009.html
130,Hamilton,MT,"Hamilton, MT",2019,46.1612,-114.14010000000005,http://www.nuforc.org/webreports/145/S145284.html
131,Concord,NH,"Concord, NH",2019,43.25671065573776,-71.5716471311475,http://www.nuforc.org/webreports/145/S145268.html
132,Concord,NH,"Concord, NH",2019,43.25671065573776,-71.5716471311475,http://www.nuforc.org/webreports/145/S145267.html
133,Niland,CA,"Niland, CA",2019,33.3055,-115.5573,http://www.nuforc.org/webreports/145/S145164.html
134,Harrison,NJ,"Harrison, NJ",2019,40.744099999999925,-74.14350000000006,http://www.nuforc.org/webreports/145/S145271.html
135,Concord,NH,"Concord, NH",2019,43.25671065573776,-71.5716471311475,http://www.nuforc.org/webreports/145/S145275.html
136,Tucson,AZ,"Tucson, AZ",2019,32.25994075660238,-110.92754232690946,http://www.nuforc.org/webreports/145/S145222.html
137,Vero Beach,FL,"Vero Beach, FL",2019,27.656004878048805,-80.4330238482385,http://www.nuforc.org/webreports/145/S145206.html
138,Port Saint Lucie,FL,"Port Saint Lucie, FL",2019,27.285686301369815,-80.36344363992168,http://www.nuforc.org/webreports/145/S145250.html
139,Atlanta,TX,"Atlanta, TX",2019,33.127,-94.1992,http://www.nuforc.org/webreports/145/S145246.html
140,East Helena,MT,"East Helena, MT",2019,46.5366,-111.7695,http://www.nuforc.org/webreports/145/S145219.html
141,Fresno,CA,"Fresno, CA",2019,36.788250933332975,-119.7894705333327,http://www.nuforc.org/webreports/145/S145224.html
142,Richton Park,IL,"Richton Park, IL",2019,41.4807,-87.72769999999996,http://www.nuforc.org/webreports/145/S145280.html
143,Kissimmee,FL,"Kissimmee, FL",2019,28.255034672618937,-81.42949196428496,http://www.nuforc.org/webreports/145/S145212.html
144,Monroe,GA,"Monroe, GA",2019,33.82505421686746,-83.69159518072293,http://www.nuforc.org/webreports/145/S145193.html
145,Jenison,MI,"Jenison, MI",2019,42.915487999999954,-85.84567466666675,http://www.nuforc.org/webreports/145/S145207.html
146,Fort Lauderdale,FL,"Fort Lauderdale, FL",2019,26.136914681280626,-80.21914075569774,http://www.nuforc.org/webreports/145/S145228.html
147,Voorheesville,NY,"Voorheesville, NY",2019,42.621300000000005,-73.97209999999998,http://www.nuforc.org/webreports/145/S145202.html
148,hernando,MS,"hernando, MS",2019,34.80330000000002,-89.98949999999999,http://www.nuforc.org/webreports/145/S145203.html
149,NEW PRAGUE,MN,"NEW PRAGUE, MN",2019,44.541100000000014,-93.5902,http://www.nuforc.org/webreports/145/S145197.html
150,Green Bay,WI,"Green Bay, WI",2019,44.52863971962601,-88.04377663551395,http://www.nuforc.org/webreports/145/S145220.html
151,Batavia,IL,"Batavia, IL",2019,41.83919999999992,-88.3612000000001,http://www.nuforc.org/webreports/145/S145217.html
152,Davenport,IA,"Davenport, IA",2019,41.555164116094915,-90.59875989445943,http://www.nuforc.org/webreports/145/S145198.html
153,Frisco,TX,"Frisco, TX",2019,33.14455576923076,-96.81782362637377,http://www.nuforc.org/webreports/145/S145189.html
154,Las Vegas,NV,"Las Vegas, NV",2019,36.14124586319169,-115.18659190010752,http://www.nuforc.org/webreports/145/S145244.html
155,Independence,MO,"Independence, MO",2019,39.07880845410599,-94.38608574879214,http://www.nuforc.org/webreports/145/S145227.html
156,Manahawkin,NJ,"Manahawkin, NJ",2019,39.70420000000005,-74.25460000000015,http://www.nuforc.org/webreports/145/S145249.html
157,Peoria,AZ,"Peoria, AZ",2019,33.65789817232365,-112.24664203655357,http://www.nuforc.org/webreports/145/S145221.html
158,Virginia Beach,VA,"Virginia Beach, VA",2019,36.83730134271098,-76.06194814577877,http://www.nuforc.org/webreports/145/S145215.html
159,Virginia Beach,VA,"Virginia Beach, VA",2019,36.83730134271098,-76.06194814577877,http://www.nuforc.org/webreports/145/S145214.html
160,Cranston,RI,"Cranston, RI",2019,41.77119238578687,-71.46207461928938,http://www.nuforc.org/webreports/145/S145225.html
161,Boylston,MA,"Boylston, MA",2019,42.3539,-71.71730000000001,http://www.nuforc.org/webreports/145/S145218.html
162,Flint,TX,"Flint, TX",2019,32.2259,-95.38830000000004,http://www.nuforc.org/webreports/145/S145216.html
163,Atkinson,NH,"Atkinson, NH",2019,42.837099999999985,-71.15990000000005,http://www.nuforc.org/webreports/145/S145223.html
164,Lawrenceville,IL,"Lawrenceville, IL",2019,38.739900000000006,-87.6341,http://www.nuforc.org/webreports/145/S145231.html
165,Tigard,OR,"Tigard, OR",2019,45.4312,-122.7715,http://www.nuforc.org/webreports/145/S145234.html
166,Northbrook,IL,"Northbrook, IL",2019,42.119843778801894,-87.84421428571392,http://www.nuforc.org/webreports/145/S145269.html
167,Seattle,WA,"Seattle, WA",2019,47.60904638888874,-122.3260283459568,http://www.nuforc.org/webreports/145/S145226.html
168,Emmett,ID,"Emmett, ID",2019,43.986499999999985,-116.52460000000002,http://www.nuforc.org/webreports/145/S145237.html
169,Ethridge,TN,"Ethridge, TN",2019,35.3292,-87.2717,http://www.nuforc.org/webreports/145/S145240.html
170,Goffstown,NH,"Goffstown, NH",2019,43.020300000000006,-71.57209999999999,http://www.nuforc.org/webreports/145/S145273.html
171,Carson City,NV,"Carson City, NV",2019,39.16921421319793,-119.75176954314706,http://www.nuforc.org/webreports/145/S145247.html
172,Newington,CT,"Newington, CT",2019,41.68571181818171,-72.73113181818192,http://www.nuforc.org/webreports/145/S145272.html
173,Concord,NH,"Concord, NH",2019,43.25671065573776,-71.5716471311475,http://www.nuforc.org/webreports/145/S145274.html
174,Philadelphia,PA,"Philadelphia, PA",2019,39.99063505273983,-75.1458012136986,http://www.nuforc.org/webreports/145/S145236.html
175,Fontana,CA,"Fontana, CA",2019,34.121670833333454,-117.45998511904814,http://www.nuforc.org/webreports/145/S145245.html
176,Greene,IA,"Greene, IA",2019,42.89889999999999,-92.83939999999998,http://www.nuforc.org/webreports/145/S145251.html
177,Port Republic,NJ,"Port Republic, NJ",2019,39.5281,-74.48220000000002,http://www.nuforc.org/webreports/145/S145239.html
178,Garden Grove,CA,"Garden Grove, CA",2019,33.77568084291183,-117.9588831417624,http://www.nuforc.org/webreports/145/S145213.html
179,Palmyra,PA,"Palmyra, PA",2019,40.29230000000003,-76.59090000000008,http://www.nuforc.org/webreports/145/S145241.html
180,Las Vegas,NV,"Las Vegas, NV",2019,36.14124586319169,-115.18659190010752,http://www.nuforc.org/webreports/145/S145243.html
181,Ocean Springs,MS,"Ocean Springs, MS",2019,30.439961971830957,-88.75735633802822,http://www.nuforc.org/webreports/145/S145276.html
182,Green Valley,AZ,"Green Valley, AZ",2019,31.847831999999993,-111.04981199999987,http://www.nuforc.org/webreports/145/S145265.html
183,Gilroy,CA,"Gilroy, CA",2019,37.06919999999993,-121.55669999999976,http://www.nuforc.org/webreports/145/S145260.html
184,San Diego,CA,"San Diego, CA",2019,32.78722907702912,-117.14026773074518,http://www.nuforc.org/webreports/145/S145248.html
185,Gardner,MA,"Gardner, MA",2019,42.58989999999996,-71.98869999999991,http://www.nuforc.org/webreports/145/S145257.html
186,Mankato,MN,"Mankato, MN",2019,44.14548033472815,-94.01062092050216,http://www.nuforc.org/webreports/145/S145258.html
187,Newmarket,ON,"Newmarket, ON",2019,44.05629809160315,-79.47185496183235,http://www.nuforc.org/webreports/145/S145259.html
188,Hobart,WA,"Hobart, WA",2019,47.4218,-121.9729,http://www.nuforc.org/webreports/145/S145264.html
189,Chester Springs,PA,"Chester Springs, PA",2019,40.10089999999997,-75.64100000000005,http://www.nuforc.org/webreports/145/S145279.html
190,Vancouver,WA,"Vancouver, WA",2019,45.65808015267145,-122.58490839694592,http://www.nuforc.org/webreports/145/S145283.html
191,Turners Falls,MA,"Turners Falls, MA",2019,42.633923529411774,-72.50616470588236,http://www.nuforc.org/webreports/145/S145286.html
615,Greenville,SC,"Greenville, SC",2019,34.83721312741325,-82.33834929214929,http://www.nuforc.org/webreports/147/S147827.html
616,Polacca,AZ,"Polacca, AZ",2019,35.8479,-110.3696,http://www.nuforc.org/webreports/148/S148423.html
617,Lawndale,NC,"Lawndale, NC",2019,35.4647,-81.57619999999999,http://www.nuforc.org/webreports/147/S147937.html
618,Philadelphia,PA,"Philadelphia, PA",2019,39.99063505273983,-75.1458012136986,http://www.nuforc.org/webreports/148/S148174.html
619,Richland,WA,"Richland, WA",2019,46.31271111111115,-119.30846044444434,http://www.nuforc.org/webreports/148/S148027.html
620,Panama City Beach,FL,"Panama City Beach, FL",2019,30.289213333333297,-85.81383666666665,http://www.nuforc.org/webreports/147/S147831.html
621,Hemet,CA,"Hemet, CA",2019,33.6858274456521,-116.96792690217312,http://www.nuforc.org/webreports/148/S148177.html
622,Laveen,AZ,"Laveen, AZ",2019,33.305400000000006,-112.19970000000008,http://www.nuforc.org/webreports/148/S148407.html
630,Hampton,CT,"Hampton, CT",2019,41.7647,-72.0685,http://www.nuforc.org/webreports/148/S148125.html
631,Hampton,CT,"Hampton, CT",2019,41.7647,-72.0685,http://www.nuforc.org/webreports/148/S148231.html
632,Phoenix,AZ,"Phoenix, AZ",2019,33.5353805506076,-112.04946000000058,http://www.nuforc.org/webreports/148/S148365.html
633,Indian Trail,NC,"Indian Trail, NC",2019,35.11369999999998,-80.60829999999991,http://www.nuforc.org/webreports/148/S148137.html
634,Pottsville,PA,"Pottsville, PA",2019,40.68949999999996,-76.19580000000018,http://www.nuforc.org/webreports/148/S148104.html
635,Hixton,WI,"Hixton, WI",2019,44.4073,-91.0442,http://www.nuforc.org/webreports/148/S148406.html
636,Mesick,MI,"Mesick, MI",2019,44.4122,-85.6971,http://www.nuforc.org/webreports/147/S147850.html
637,Danville,IL,"Danville, IL",2019,40.15247999999991,-87.64933200000016,http://www.nuforc.org/webreports/148/S148334.html
638,Nesquehoning,PA,"Nesquehoning, PA",2019,40.8794,-75.8118,http://www.nuforc.org/webreports/147/S147830.html
648,Corte Madera,CA,"Corte Madera, CA",2019,37.925684,-122.51388400000016,http://www.nuforc.org/webreports/148/S148248.html
649,Allison Park,PA,"Allison Park, PA",2019,40.57250000000008,-79.95790000000008,http://www.nuforc.org/webreports/147/S147819.html
650,Kannapolis,NC,"Kannapolis, NC",2019,35.4953666666667,-80.6316087719298,http://www.nuforc.org/webreports/148/S148259.html
651,Oak Island,NC,"Oak Island, NC",2019,33.9083,-78.0785,http://www.nuforc.org/webreports/148/S148096.html
652,York,PA,"York, PA",2019,39.96327543160691,-76.71886879150092,http://www.nuforc.org/webreports/148/S148066.html
653,Westport,WA,"Westport, WA",2019,46.878899999999994,-124.1101,http://www.nuforc.org/webreports/148/S148338.html
654,Ocean City,MD,"Ocean City, MD",2019,38.33834492753627,-75.12374057971003,http://www.nuforc.org/webreports/147/S147904.html
662,Stephenville,TX,"Stephenville, TX",2019,32.286813513513536,-98.19515675675684,http://www.nuforc.org/webreports/148/S148133.html
663,Elgin,IL,"Elgin, IL",2019,42.028711111111136,-88.29332222222214,http://www.nuforc.org/webreports/148/S148254.html
664,Chicopee,MA,"Chicopee, MA",2019,42.179296296296215,-72.56494814814806,http://www.nuforc.org/webreports/148/S148411.html
665,Salt Lake City,UT,"Salt Lake City, UT",2019,40.70446485781331,-111.88213884685892,http://www.nuforc.org/webreports/148/S148041.html
666,Cortez,CO,"Cortez, CO",2019,37.336300000000016,-108.72710000000002,http://www.nuforc.org/webreports/148/S148208.html
667,Eufaula,OK,"Eufaula, OK",2019,35.3072,-95.72160000000002,http://www.nuforc.org/webreports/148/S148349.html
668,Denham Springs,LA,"Denham Springs, LA",2019,30.47846961325963,-90.90102044198916,http://www.nuforc.org/webreports/148/S148196.html
669,Greenbush,MI,"Greenbush, MI",2019,44.5587,-83.3185,http://www.nuforc.org/webreports/147/S147915.html
670,Cornelius,NC,"Cornelius, NC",2019,35.46990000000004,-80.8801,http://www.nuforc.org/webreports/148/S148109.html
680,Arlee,MT,"Arlee, MT",2019,47.16879999999999,-114.0006,http://www.nuforc.org/webreports/147/S147943.html
681,Ann Arbor,MI,"Ann Arbor, MI",2019,42.280275338754656,-83.7362545618795,http://www.nuforc.org/webreports/147/S147895.html
682,Ann Arbor,MI,"Ann Arbor, MI",2019,42.280275338754656,-83.7362545618795,http://www.nuforc.org/webreports/147/S147894.html
683,Bozeman,MT,"Bozeman, MT",2019,45.70981012145747,-111.0535748987856,http://www.nuforc.org/webreports/147/S147925.html
684,Rio Rancho,NM,"Rio Rancho, NM",2019,35.26685241379312,-106.72171655172426,http://www.nuforc.org/webreports/147/S147868.html
685,Nutley,NJ,"Nutley, NJ",2019,40.82229999999993,-74.1598999999999,http://www.nuforc.org/webreports/148/S148362.html
686,Albuquerque,NM,"Albuquerque, NM",2019,35.10348122192229,-106.61247515723308,http://www.nuforc.org/webreports/147/S147864.html
687,Boiling Springs,SC,"Boiling Springs, SC",2019,35.051899999999975,-81.97359999999999,http://www.nuforc.org/webreports/147/S147806.html
688,Clarksville,TN,"Clarksville, TN",2019,36.51515837104077,-87.36103416289579,http://www.nuforc.org/webreports/147/S147964.html
695,Norwalk,CT,"Norwalk, CT",2019,41.11917184035491,-73.42513348115246,http://www.nuforc.org/webreports/147/S147970.html
696,Farmington,MO,"Farmington, MO",2019,37.772100000000016,-90.3671999999999,http://www.nuforc.org/webreports/147/S147858.html
697,Bakersfield,CA,"Bakersfield, CA",2019,35.34399793103438,-119.04089261083674,http://www.nuforc.org/webreports/147/S147853.html
698,Sussex,WI,"Sussex, WI",2019,43.148799999999994,-88.24510000000005,http://www.nuforc.org/webreports/147/S147838.html
699,Helena,MT,"Helena, MT",2019,46.596673684210664,-112.08131345029244,http://www.nuforc.org/webreports/147/S147967.html
700,Helena,MT,"Helena, MT",2019,46.596673684210664,-112.08131345029244,http://www.nuforc.org/webreports/147/S147971.html
701,Walla Walla,WA,"Walla Walla, WA",2019,46.11070000000011,-118.30769999999976,http://www.nuforc.org/webreports/147/S147966.html
702,Alexandria,VA,"Alexandria, VA",2019,38.798958214042806,-77.09513265167011,http://www.nuforc.org/webreports/147/S147961.html
703,Moose Jaw,SK,"Moose Jaw, SK",2019,50.39298000000005,-105.55557999999992,http://www.nuforc.org/webreports/147/S147842.html
704,Loon Lake,WA,"Loon Lake, WA",2019,48.0951,-117.5893,http://www.nuforc.org/webreports/147/S147956.html
714,Boise,ID,"Boise, ID",2019,43.6144452015356,-116.244678023033,http://www.nuforc.org/webreports/147/S147968.html
715,Star,ID,"Star, ID",2019,43.72760000000001,-116.4937,http://www.nuforc.org/webreports/147/S147911.html
716,St Louis,MO,"St Louis, MO",2019,38.6238249341758,-90.30852769878896,http://www.nuforc.org/webreports/147/S147840.html
717,Westport,CT,"Westport, CT",2019,41.144867924528214,-73.34294245283031,http://www.nuforc.org/webreports/147/S147805.html
718,Newton,NJ,"Newton, NJ",2019,41.06670000000005,-74.81279999999984,http://www.nuforc.org/webreports/147/S147804.html
719,Plymouth,CT,"Plymouth, CT",2019,41.6576,-73.04700000000001,http://www.nuforc.org/webreports/147/S147813.html
720,New York,NY,"New York, NY",2019,40.74430706561583,-73.98772448166753,http://www.nuforc.org/webreports/147/S147817.html
721,Tukwila,WA,"Tukwila, WA",2019,47.474,-122.261,http://www.nuforc.org/webreports/147/S147823.html
722,Happy Valley,OR,"Happy Valley, OR",2019,45.446800000000074,-122.53039999999982,http://www.nuforc.org/webreports/147/S147903.html
725,Round Rock,TX,"Round Rock, TX",2019,30.54018384615385,-97.66624923076871,http://www.nuforc.org/webreports/147/S147948.html
726,Bryson,TX,"Bryson, TX",2019,33.1532,-98.4012,http://www.nuforc.org/webreports/147/S147807.html
727,Raleigh,NC,"Raleigh, NC",2019,35.81800885085544,-78.64441853300764,http://www.nuforc.org/webreports/147/S147809.html
728,Warwick,RI,"Warwick, RI",2019,41.71568450184496,-71.42906014760146,http://www.nuforc.org/webreports/148/S148075.html
729,Norris City,IL,"Norris City, IL",2019,37.9661,-88.28159999999998,http://www.nuforc.org/webreports/147/S147969.html
730,Sugar Land,TX,"Sugar Land, TX",2019,29.584345799011675,-95.6335087314672,http://www.nuforc.org/webreports/147/S147810.html
731,Decatur,TX,"Decatur, TX",2019,33.2859,-97.51270000000008,http://www.nuforc.org/webreports/148/S148024.html
732,Marion,NC,"Marion, NC",2019,35.73870000000004,-82.05479999999991,http://www.nuforc.org/webreports/147/S147886.html
739,Lancaster,PA,"Lancaster, PA",2019,40.03326710353886,-76.3030231979028,http://www.nuforc.org/webreports/147/S147826.html
740,Delanson,NY,"Delanson, NY",2019,42.755,-74.1813,http://www.nuforc.org/webreports/147/S147825.html
741,New York,NY,"New York, NY",2019,40.74430706561583,-73.98772448166753,http://www.nuforc.org/webreports/147/S147822.html
742,Spokane,WA,"Spokane, WA",2019,47.683576293930166,-117.38633105431283,http://www.nuforc.org/webreports/147/S147862.html
743,Saint Francis,SD,"Saint Francis, SD",2019,43.1006,-100.988,http://www.nuforc.org/webreports/147/S147815.html
744,Port Saint Lucie,FL,"Port Saint Lucie, FL",2019,27.285686301369815,-80.36344363992168,http://www.nuforc.org/webreports/147/S147816.html
755,Odum,GA,"Odum, GA",2019,31.7234,-82.0323,http://www.nuforc.org/webreports/147/S147818.html
756,Alexandria,VA,"Alexandria, VA",2019,38.798958214042806,-77.09513265167011,http://www.nuforc.org/webreports/147/S147960.html
757,Calgary,AB,"Calgary, AB",2019,51.04237871352795,-114.05744246242244,http://www.nuforc.org/webreports/147/S147867.html
758,Nantucket,MA,"Nantucket, MA",2019,41.31434324324324,-70.01144594594595,http://www.nuforc.org/webreports/147/S147837.html
759,Philipsburg,PA,"Philipsburg, PA",2019,40.86239999999999,-78.1734,http://www.nuforc.org/webreports/147/S147843.html
760,Bentonville,AR,"Bentonville, AR",2019,36.352668571428545,-94.24044571428566,http://www.nuforc.org/webreports/147/S147849.html
761,Aitkin,MN,"Aitkin, MN",2019,46.527800000000006,-93.6123,http://www.nuforc.org/webreports/147/S147835.html
762,Crystal Lake,IL,"Crystal Lake, IL",2019,42.2381464285715,-88.30697321428563,http://www.nuforc.org/webreports/147/S147832.html
763,Alexandria,VA,"Alexandria, VA",2019,38.798958214042806,-77.09513265167011,http://www.nuforc.org/webreports/147/S147847.html
764,Poulsbo,WA,"Poulsbo, WA",2019,47.75370000000011,-122.61230000000012,http://www.nuforc.org/webreports/147/S147898.html
777,Elk Grove,CA,"Elk Grove, CA",2019,38.39446941580742,-121.37185910653004,http://www.nuforc.org/webreports/148/S148178.html
778,Crystal Lake,IL,"Crystal Lake, IL",2019,42.2381464285715,-88.30697321428563,http://www.nuforc.org/webreports/147/S147841.html
779,Spokane,WA,"Spokane, WA",2019,47.683576293930166,-117.38633105431283,http://www.nuforc.org/webreports/147/S147834.html
780,Clarksville,TN,"Clarksville, TN",2019,36.51515837104077,-87.36103416289579,http://www.nuforc.org/webreports/147/S147962.html
781,Ocala,FL,"Ocala, FL",2019,29.153170016207532,-82.11931701782794,http://www.nuforc.org/webreports/147/S147965.html
782,North Charleston,SC,"North Charleston, SC",2019,32.87719179487181,-80.02638717948726,http://www.nuforc.org/webreports/148/S148197.html
783,Bonne Terre,MO,"Bonne Terre, MO",2019,37.945000000000014,-90.5218,http://www.nuforc.org/webreports/147/S147859.html
784,Portland,IN,"Portland, IN",2019,40.4165,-84.9765,http://www.nuforc.org/webreports/147/S147985.html
785,Gurnee,IL,"Gurnee, IL",2019,42.3738000000001,-87.94399999999983,http://www.nuforc.org/webreports/147/S147870.html
786,Largo,FL,"Largo, FL",2019,27.901617291066263,-82.77851383285332,http://www.nuforc.org/webreports/147/S147848.html
787,Etna,NH,"Etna, NH",2019,43.7039,-72.1966,http://www.nuforc.org/webreports/147/S147919.html
788,El Dorado Hills,CA,"El Dorado Hills, CA",2019,38.6839,-121.05259999999996,http://www.nuforc.org/webreports/147/S147988.html
789,Bridgewater,VT,"Bridgewater, VT",2019,43.5676,-72.642,http://www.nuforc.org/webreports/147/S147846.html
802,Bellevue,OH,"Bellevue, OH",2019,41.2446,-82.84590000000001,http://www.nuforc.org/webreports/147/S147845.html
803,Lake Elsinore,CA,"Lake Elsinore, CA",2019,33.69281152073732,-117.36295622119836,http://www.nuforc.org/webreports/147/S147854.html
804,Levittown,NY,"Levittown, NY",2019,40.72279999999992,-73.51699999999988,http://www.nuforc.org/webreports/147/S147844.html
805,Stigler,OK,"Stigler, OK",2019,35.2935,-95.1519,http://www.nuforc.org/webreports/147/S147863.html
806,Cedar Lake,IN,"Cedar Lake, IN",2019,41.36480000000002,-87.4411,http://www.nuforc.org/webreports/147/S147851.html
807,Waianae,HI,"Waianae, HI",2019,21.456999999999997,-158.17299999999986,http://www.nuforc.org/webreports/147/S147901.html
808,Freeport,IL,"Freeport, IL",2019,42.32380000000006,-89.6218000000002,http://www.nuforc.org/webreports/147/S147861.html
809,Bayonne,NJ,"Bayonne, NJ",2019,40.668700000000115,-74.11429999999976,http://www.nuforc.org/webreports/147/S147860.html
810,Foster,RI,"Foster, RI",2019,41.79039999999999,-71.69669999999999,http://www.nuforc.org/webreports/147/S147871.html
811,Fargo,ND,"Fargo, ND",2019,46.85898940568485,-96.84602144702814,http://www.nuforc.org/webreports/147/S147944.html
812,Montreal,QC,"Montreal, QC",2019,45.51408695465036,-73.58579954755913,http://www.nuforc.org/webreports/147/S147872.html
813,Destin,FL,"Destin, FL",2019,30.397983544303735,-86.45729999999989,http://www.nuforc.org/webreports/147/S147836.html
814,Richmond,IN,"Richmond, IN",2019,39.83800980392152,-84.905250980392,http://www.nuforc.org/webreports/147/S147856.html
826,Richmond,IN,"Richmond, IN",2019,39.83800980392152,-84.905250980392,http://www.nuforc.org/webreports/147/S147855.html
827,Newark,OH,"Newark, OH",2019,40.1241,-82.38279999999978,http://www.nuforc.org/webreports/147/S147869.html
828,Richmond,VA,"Richmond, VA",2019,37.558607538635464,-77.50798002261593,http://www.nuforc.org/webreports/147/S147877.html
829,Orlando,FL,"Orlando, FL",2019,28.51924669797446,-81.35409597886726,http://www.nuforc.org/webreports/148/S148279.html
830,Grass Valley,CA,"Grass Valley, CA",2019,39.16412530864201,-121.0234833333333,http://www.nuforc.org/webreports/147/S147891.html
831,Myrtle Beach,SC,"Myrtle Beach, SC",2019,33.68314999999984,-78.9395390957444,http://www.nuforc.org/webreports/148/S148272.html
832,San Antonio,TX,"San Antonio, TX",2019,29.488865917140615,-98.47524044355946,http://www.nuforc.org/webreports/147/S147873.html
833,Tempe,AZ,"Tempe, AZ",2019,33.414035671514505,-111.9209195893944,http://www.nuforc.org/webreports/148/S148060.html
834,Portland,IN,"Portland, IN",2019,40.4165,-84.9765,http://www.nuforc.org/webreports/147/S147983.html
845,Fort Lee,NJ,"Fort Lee, NJ",2019,40.84829999999993,-73.97249999999988,http://www.nuforc.org/webreports/147/S147884.html
846,Rawlins,WY,"Rawlins, WY",2019,41.791100000000014,-107.23869999999997,http://www.nuforc.org/webreports/147/S147875.html
847,Clinton,TN,"Clinton, TN",2019,36.10330158730161,-84.20502063492059,http://www.nuforc.org/webreports/147/S147878.html
848,Lake Stevens,WA,"Lake Stevens, WA",2019,48.043100000000074,-122.05900000000022,http://www.nuforc.org/webreports/147/S147917.html
849,Midlothian,VA,"Midlothian, VA",2019,37.473434708737834,-77.66057111650456,http://www.nuforc.org/webreports/147/S147876.html
850,Kettle Falls,WA,"Kettle Falls, WA",2019,48.7409,-118.09560000000002,http://www.nuforc.org/webreports/147/S147900.html
851,Corona,CA,"Corona, CA",2019,33.85916485849071,-117.57944646226464,http://www.nuforc.org/webreports/147/S147890.html
852,Rio Rancho,NM,"Rio Rancho, NM",2019,35.26685241379312,-106.72171655172426,http://www.nuforc.org/webreports/147/S147942.html
853,Puyallup,WA,"Puyallup, WA",2019,47.14574063670391,-122.29242022471963,http://www.nuforc.org/webreports/147/S147889.html
854,Salina,UT,"Salina, UT",2019,38.9514,-111.8308,http://www.nuforc.org/webreports/147/S147945.html
863,Watsonville,CA,"Watsonville, CA",2019,36.95027518796997,-121.72474210526327,http://www.nuforc.org/webreports/148/S148140.html
864,San Pedro,CA,"San Pedro, CA",2019,33.73561208791218,-118.29940934065928,http://www.nuforc.org/webreports/147/S147892.html
865,Palm Desert,CA,"Palm Desert, CA",2019,33.73731449275359,-116.37795362318784,http://www.nuforc.org/webreports/147/S147882.html
866,Brook Park,OH,"Brook Park, OH",2019,41.40259999999996,-81.83370000000002,http://www.nuforc.org/webreports/148/S148162.html
867,Orlando,FL,"Orlando, FL",2019,28.51924669797446,-81.35409597886726,http://www.nuforc.org/webreports/147/S147902.html
868,Charleston,SC,"Charleston, SC",2019,32.8038872316379,-79.96885661016988,http://www.nuforc.org/webreports/147/S147932.html
869,Crestview,FL,"Crestview, FL",2019,30.68732909090911,-86.59313636363639,http://www.nuforc.org/webreports/147/S147921.html
870,Folsom,CA,"Folsom, CA",2019,38.67384449152521,-121.14875677966086,http://www.nuforc.org/webreports/147/S147916.html
871,Southlake,TX,"Southlake, TX",2019,32.95159999999999,-97.15149999999996,http://www.nuforc.org/webreports/147/S147923.html
872,Southlake,TX,"Southlake, TX",2019,32.95159999999999,-97.15149999999996,http://www.nuforc.org/webreports/147/S147899.html
882,Sharon,PA,"Sharon, PA",2019,41.23499999999996,-80.49710000000003,http://www.nuforc.org/webreports/147/S147972.html
